"dataset","term","estimate","se"
6,"(Intercept):2",1.89910539478667,0.221497033171997
6,"childrenyes",-0.208940462355718,0.230058808850316
6,"religiousness.L",0.990321560606363,0.272033915494944
6,"religiousness.Q",-0.412365558009878,0.250910323790306
6,"religiousness.C",0.0337189205227346,0.227261549911829
6,"religiousness^4",-0.864012731342344,0.203556366399681
6,"rating.L",1.09038286426786,0.273501698894008
6,"rating.Q",0.813273842733071,0.264588111579085
6,"rating.C",-0.462533803760644,0.228453247885907
6,"rating^4",0.272563486823023,0.22634311955922
7,"(Intercept):1",1.32655326400776,0.229397214942889
7,"(Intercept):2",2.15679140175316,0.243480169518088
7,"childrenyes",-0.530498383899521,0.243513991392749
7,"religiousness.L",0.697969159355264,0.284503894247427
7,"religiousness.Q",0.00790070657517312,0.260557267496406
7,"religiousness.C",-0.103917555178485,0.222306687499892
7,"religiousness^4",-0.549411057261181,0.198431671717954
7,"rating.L",0.96764614085927,0.283899153066805
7,"rating.Q",0.613678766433331,0.270040102965019
7,"rating.C",-0.450892670351721,0.230143932418073
7,"rating^4",0.426155811908005,0.228044586091588
8,"(Intercept):1",1.15885332876062,0.218011055371709
8,"(Intercept):2",1.99059982382694,0.231582850962248
8,"childrenyes",-0.386988265796683,0.237706979421507
8,"religiousness.L",0.782914892957079,0.283600093827766
8,"religiousness.Q",0.0998649629479701,0.261692989170529
8,"religiousness.C",-0.0131623690850091,0.221924314236764
8,"religiousness^4",-0.540144482162231,0.200065538119597
8,"rating.L",1.35302458547631,0.271814064524263
8,"rating.Q",0.431260761903128,0.262272685357735
8,"rating.C",-0.256663577955484,0.224720858195155
8,"rating^4",0.440944177850471,0.226270396130953
9,"(Intercept):1",1.25500556479202,0.220546571747763
9,"(Intercept):2",2.08415811650447,0.23487992321294
9,"childrenyes",-0.520312256656958,0.239529509540334
9,"religiousness.L",0.974455957943152,0.281391311548414
9,"religiousness.Q",-0.180043945489747,0.258278917705625
9,"religiousness.C",0.0642095091347222,0.22212521281849
9,"religiousness^4",-0.580448741707108,0.202036211775156
9,"rating.L",1.12446417988628,0.278642156489214
9,"rating.Q",0.42303247763316,0.26664272517484
9,"rating.C",-0.436736036698967,0.230999618890595
9,"rating^4",0.299536442649663,0.229761028982553
10,"(Intercept):1",1.11311317174,0.217192202635038
10,"(Intercept):2",1.96600037200041,0.230990828163862
10,"childrenyes",-0.400830128157555,0.235643404565902
10,"religiousness.L",0.926586200670167,0.274869480321442
10,"religiousness.Q",-0.307840197399381,0.255011816436204
10,"religiousness.C",0.110906983623968,0.21876537975637
10,"religiousness^4",-0.550732374666978,0.20177395270226
10,"rating.L",1.15746684139332,0.273192869331365
10,"rating.Q",0.502715154585199,0.261539094303548
10,"rating.C",-0.439439912415703,0.228842642746886
10,"rating^4",0.249695696314999,0.223513494727408
11,"(Intercept):1",1.07367318763412,0.213931227512867
11,"(Intercept):2",1.91490114232744,0.227505090108222
11,"childrenyes",-0.319608764638642,0.233591737253399
11,"religiousness.L",0.777957753393116,0.27665143081813
11,"religiousness.Q",-0.0800968976204205,0.25441099562299
11,"religiousness.C",-0.0482089096153281,0.221731208886261
11,"religiousness^4",-0.600059733346233,0.198832196084079
11,"rating.L",1.24501175887226,0.281712415989069
11,"rating.Q",0.443951611919587,0.268718863233783
11,"rating.C",-0.4010548607983,0.228509772122347
11,"rating^4",0.441694431967647,0.227909379251346
12,"(Intercept):1",1.21720088456669,0.21460044298995
12,"(Intercept):2",2.0353198066377,0.228676006443361
12,"childrenyes",-0.466400526458478,0.235697528398259
12,"religiousness.L",0.753187922026499,0.278267824434602
12,"religiousness.Q",-0.140385487691519,0.25589604082641
12,"religiousness.C",-0.0434754887787413,0.220468984651035
12,"religiousness^4",-0.633854932814763,0.197970064561245
12,"rating.L",1.05729920200687,0.267008429020638
12,"rating.Q",0.420648989535135,0.2583936967866
12,"rating.C",-0.344932924688858,0.2268272639231
12,"rating^4",0.233227004650154,0.227357427167706
13,"(Intercept):1",1.05107451054245,0.21698707457908
13,"(Intercept):2",1.9086274509888,0.230265758688285
13,"childrenyes",-0.393969500090078,0.235561791459827
13,"religiousness.L",0.985687515736008,0.272087665468913
13,"religiousness.Q",-0.276288030497672,0.252605542376945
13,"religiousness.C",0.0040119050694258,0.218213415943315
13,"religiousness^4",-0.54146904546338,0.200846431398535
13,"rating.L",1.41759362303594,0.264596288820283
13,"rating.Q",0.204053306677424,0.256289847093092
13,"rating.C",-0.2025424506342,0.223014144984143
13,"rating^4",0.381046973731275,0.228303058828847
14,"(Intercept):1",1.16518912018132,0.217495550760577
14,"(Intercept):2",2.00554615502213,0.231202804704465
14,"childrenyes",-0.46591695532952,0.235230430588645
14,"religiousness.L",0.820533218182414,0.280004527975419
14,"religiousness.Q",-0.0860297375181174,0.257271143285514
14,"religiousness.C",0.0272159521005393,0.21873995041869
14,"religiousness^4",-0.49021890803295,0.198934494546108
14,"rating.L",1.27253020665437,0.27559603334771
14,"rating.Q",0.346236805922241,0.260814341377159
14,"rating.C",-0.306996789877432,0.22501620213457
14,"rating^4",0.315748490906452,0.223224367188411
15,"(Intercept):1",1.18267464061232,0.216191276104505
15,"(Intercept):2",2.00140079387394,0.229632431806932
15,"childrenyes",-0.456169123955308,0.237131099717252
15,"religiousness.L",0.826142348059924,0.283155091768137
15,"religiousness.Q",-0.0264110424942885,0.261122393236496
15,"religiousness.C",0.000413265584616951,0.219232306380665
15,"religiousness^4",-0.439360408173196,0.200316977028379
15,"rating.L",1.42342559271301,0.2595630622139
15,"rating.Q",0.458498528948447,0.253465980660069
15,"rating.C",-0.186202545372712,0.221648512067718
15,"rating^4",0.437745280152941,0.226342171168033
16,"(Intercept):1",1.3552449710611,0.231703688180821
16,"(Intercept):2",2.2317481671649,0.246664132091575
16,"childrenyes",-0.6649605052804,0.246353586541991
16,"religiousness.L",1.06902528349664,0.276783995555569
16,"religiousness.Q",-0.216617580399097,0.257162546060061
16,"religiousness.C",0.0292346016974719,0.221812002769332
16,"religiousness^4",-0.512367745483198,0.20590712640786
16,"rating.L",1.24707593217809,0.277069633436033
16,"rating.Q",0.224661880655086,0.265877302539885
16,"rating.C",-0.261819984085737,0.23057768645534
16,"rating^4",0.213780933911124,0.229549431960965
17,"(Intercept):1",1.10847549892436,0.2110455904173
17,"(Intercept):2",1.97015736279589,0.22518806080046
17,"childrenyes",-0.428854015434314,0.230340557212483
17,"religiousness.L",0.909019619935979,0.278139780366998
17,"religiousness.Q",-0.159006470016792,0.255954277052551
17,"religiousness.C",0.0849311733425209,0.217810131933916
17,"religiousness^4",-0.515471123027371,0.197608444003714
17,"rating.L",1.27648860709022,0.272749072060972
17,"rating.Q",0.359260048278455,0.259620336844191
17,"rating.C",-0.267826389848375,0.222986949904868
17,"rating^4",0.311688633541506,0.223675146144415
18,"(Intercept):1",1.10803883475842,0.212555155281432
18,"(Intercept):2",1.97369150472785,0.227045447805583
18,"childrenyes",-0.305400873378266,0.231993819506224
18,"religiousness.L",1.07963642643385,0.275137230625754
18,"religiousness.Q",-0.327875239202433,0.254493091129548
18,"religiousness.C",0.0468819356063321,0.220897505993732
18,"religiousness^4",-0.641254906893944,0.20073099857619
18,"rating.L",0.847592943000861,0.282526057464332
18,"rating.Q",0.750106468247292,0.270762119061629
18,"rating.C",-0.591569482376111,0.230463160730898
18,"rating^4",0.444660004348593,0.225124327271858
19,"(Intercept):1",0.98418173833284,0.214255006189941
19,"(Intercept):2",1.86251976309955,0.227946440070935
19,"childrenyes",-0.30502012142045,0.23337234955828
19,"religiousness.L",0.974462531182093,0.268414081671609
19,"religiousness.Q",-0.481523678012447,0.25124998830672
19,"religiousness.C",0.0705670438887052,0.22009671495584
19,"religiousness^4",-0.638721827945548,0.203330950955192
19,"rating.L",1.29850646954282,0.283707929327503
19,"rating.Q",0.348749634343325,0.269777720355182
19,"rating.C",-0.384887696291482,0.230237235113164
19,"rating^4",0.250068216561721,0.22807328676284
20,"(Intercept):1",1.32970400343252,0.228808432815076
20,"(Intercept):2",2.1807968460017,0.243018052658647
20,"childrenyes",-0.599369298312181,0.245043920697551
20,"religiousness.L",0.933502595382772,0.280969045846632
20,"religiousness.Q",-0.107183487845389,0.257884179660065
20,"religiousness.C",-0.000251290876255289,0.222864733362138
20,"religiousness^4",-0.563918565741063,0.198799618257698
20,"rating.L",1.05968089583795,0.2828443949812
20,"rating.Q",0.406920290732059,0.271355480041393
20,"rating.C",-0.346399500575804,0.229234685071157
20,"rating^4",0.392506812718299,0.227872945281153
21,"(Intercept):1",1.28569584401999,0.224473692509375
21,"(Intercept):2",2.10917546111702,0.238308191618427
21,"childrenyes",-0.602990102808948,0.242521219462498
21,"religiousness.L",0.694875237080215,0.280690712641243
21,"religiousness.Q",-0.131310598509293,0.258755011078442
21,"religiousness.C",-0.0427446192945058,0.220547126583988
21,"religiousness^4",-0.55455021251525,0.19883244902663
21,"rating.L",1.27835173244891,0.259972928483507
21,"rating.Q",0.260553557545536,0.251939164684423
21,"rating.C",-0.310943011687563,0.226240021987022
21,"rating^4",0.156690809099872,0.22526277983768
22,"(Intercept):1",1.47218510045901,0.233399539819163
22,"(Intercept):2",2.27656509911431,0.247287403024864
22,"childrenyes",-0.780583270071739,0.250499155196693
22,"religiousness.L",0.876859172603663,0.282251753394297
22,"religiousness.Q",-0.0840091150377693,0.261597201497799
22,"religiousness.C",-0.000214498256790285,0.221386025346218
22,"religiousness^4",-0.464342415971624,0.201280343864152
22,"rating.L",1.10936303030782,0.269391858934782
22,"rating.Q",0.563423118270159,0.257979730253441
22,"rating.C",-0.480485438434705,0.226030144372067
22,"rating^4",0.366535354788365,0.226783152722692
23,"(Intercept):1",1.04615588132688,0.214318691595882
23,"(Intercept):2",1.919600486316,0.228623188929364
23,"childrenyes",-0.302035872253791,0.232518923769416
23,"religiousness.L",0.815781392240554,0.27736995806915
23,"religiousness.Q",-0.133699427575889,0.255216303354228
23,"religiousness.C",0.143165811717059,0.220831400341448
23,"religiousness^4",-0.677220071867499,0.199825993878893
23,"rating.L",1.23721255854492,0.271593775854214
23,"rating.Q",0.343274479612105,0.258668529878912
23,"rating.C",-0.475975710419665,0.228218096084068
23,"rating^4",0.262666760139793,0.227378016370341
24,"(Intercept):1",1.08745991352559,0.215211901341305
24,"(Intercept):2",1.92842547482275,0.228337169380316
24,"childrenyes",-0.398073176348501,0.235279064657319
24,"religiousness.L",0.685233396719137,0.280285934695927
24,"religiousness.Q",-0.00703953719827441,0.256365683014434
24,"religiousness.C",-0.0860097869140934,0.21660357083375
24,"religiousness^4",-0.548879941920122,0.196656399868013
24,"rating.L",1.32013939481486,0.263117977761252
24,"rating.Q",0.284191386115869,0.25524732468534
24,"rating.C",-0.269555957442048,0.222718407546361
24,"rating^4",0.412292032964452,0.227472213422045
25,"(Intercept):1",1.29163169915147,0.225747043971859
25,"(Intercept):2",2.16459283608847,0.2406554378652
25,"childrenyes",-0.549381194683084,0.242120117389264
25,"religiousness.L",1.11333513708003,0.286203140444347
25,"religiousness.Q",-0.121057245184952,0.262294847819376
25,"religiousness.C",0.168550485390022,0.223163838450659
25,"religiousness^4",-0.577209828944579,0.200500469423222
25,"rating.L",1.09838042899819,0.273983290867918
25,"rating.Q",0.470401628881508,0.262195432687833
25,"rating.C",-0.33016406358879,0.2268899606133
25,"rating^4",0.356575203062858,0.226742153984601
26,"(Intercept):1",1.22965367320159,0.218066309825409
26,"(Intercept):2",2.10137867145651,0.232968932327612
26,"childrenyes",-0.467690378542789,0.235883816874238
26,"religiousness.L",0.989359761600337,0.303468808572334
26,"religiousness.Q",0.159861602464197,0.274810230338902
26,"religiousness.C",0.178619413864929,0.225304306759839
26,"religiousness^4",-0.52997900761159,0.197559812063899
26,"rating.L",1.20937142005752,0.269561969831856
26,"rating.Q",0.370094620941213,0.262891795998574
26,"rating.C",-0.347809981662838,0.227058950648851
26,"rating^4",0.289193491540142,0.226018162812889
27,"(Intercept):1",1.27787352528059,0.223672940200746
27,"(Intercept):2",2.11006405220392,0.237247431349
27,"childrenyes",-0.596294070791312,0.240570831172303
27,"religiousness.L",0.859160866042193,0.269835590614692
27,"religiousness.Q",-0.133440571126247,0.248914243834482
27,"religiousness.C",0.0694759401906992,0.217583969444607
27,"religiousness^4",-0.630584230864679,0.197362302864919
27,"rating.L",1.04688114748728,0.270580155575192
27,"rating.Q",0.459498349608189,0.261021014267999
27,"rating.C",-0.322648722203355,0.224290175096293
27,"rating^4",0.375051863231747,0.228412356675583
28,"(Intercept):1",1.2629610507752,0.221568542216905
28,"(Intercept):2",2.1141784437106,0.235770350766683
28,"childrenyes",-0.593191119517103,0.239484762664637
28,"religiousness.L",0.89214088989205,0.270446056672463
28,"religiousness.Q",-0.273917380583571,0.251321408038547
28,"religiousness.C",-0.000674721133881325,0.217522147541083
28,"religiousness^4",-0.584153461967806,0.19921350790311
28,"rating.L",1.06169096221533,0.279572071021029
28,"rating.Q",0.399211141926224,0.269185717560497
28,"rating.C",-0.393547676928262,0.226506533149826
28,"rating^4",0.472710265331044,0.228100240530939
29,"(Intercept):1",1.29983477308237,0.226039257341425
29,"(Intercept):2",2.14895300620965,0.240195035110194
29,"childrenyes",-0.57146051607809,0.24463122562384
29,"religiousness.L",1.05308364927154,0.280115364304276
29,"religiousness.Q",-0.146021284375084,0.257303387373078
29,"religiousness.C",0.202016529578594,0.221015185978673
29,"religiousness^4",-0.528276533264607,0.199697453949188
29,"rating.L",1.1141200347481,0.261376078710815
29,"rating.Q",0.418705441997573,0.252114200938775
29,"rating.C",-0.353788939242048,0.223209171649897
29,"rating^4",0.313405111701709,0.226332975863679
30,"(Intercept):1",1.29241144818963,0.220912918506021
30,"(Intercept):2",2.1463994041276,0.235637281001728
30,"childrenyes",-0.541695183678027,0.236807203464119
30,"religiousness.L",0.840755559558462,0.27911110150504
30,"religiousness.Q",0.127927182821965,0.258257634897773
30,"religiousness.C",-0.124249159484246,0.218816085473905
30,"religiousness^4",-0.473125256303777,0.197359188938986
30,"rating.L",1.1091494935468,0.281679294078774
30,"rating.Q",0.306231964276864,0.26880300125584
30,"rating.C",-0.235831009004021,0.227755413587994
30,"rating^4",0.282162737032396,0.225209401013908
31,"(Intercept):1",1.22166914249719,0.217893910086652
31,"(Intercept):2",2.08999064375755,0.232610687519837
31,"childrenyes",-0.50275474694854,0.236495954902894
31,"religiousness.L",0.739127926847902,0.276103239905823
31,"religiousness.Q",-0.057166039429189,0.25504779357296
31,"religiousness.C",0.0339897028827934,0.219936012575431
31,"religiousness^4",-0.560554519882532,0.198582914843394
31,"rating.L",1.20574056878555,0.274583316767536
31,"rating.Q",0.288785512563198,0.264898060650662
31,"rating.C",-0.363214475465666,0.226435677271132
31,"rating^4",0.395539746627021,0.228443080610551
32,"(Intercept):1",1.20799912852004,0.219176155815335
32,"(Intercept):2",2.0525538301697,0.233551002122116
32,"childrenyes",-0.43182750951897,0.240642652095321
32,"religiousness.L",0.964187824374599,0.281637431768822
32,"religiousness.Q",-0.165746663291165,0.257848152159715
32,"religiousness.C",0.0158511584956654,0.223687644469553
32,"religiousness^4",-0.713501463399833,0.20160640321741
32,"rating.L",1.11282785943583,0.262005778204513
32,"rating.Q",0.637628241705028,0.255275407569325
32,"rating.C",-0.468898698157083,0.224523468365262
32,"rating^4",0.422481121243634,0.226594969269157
33,"(Intercept):1",1.3965600468099,0.228864086015918
33,"(Intercept):2",2.23874943424398,0.243740919115433
33,"childrenyes",-0.579827389498772,0.243394753879719
33,"religiousness.L",0.631384354194294,0.280252386546179
33,"religiousness.Q",-0.0313351054453034,0.257158659426049
33,"religiousness.C",-0.0546606316540907,0.221590367035624
33,"religiousness^4",-0.512742577866465,0.198728403885636
33,"rating.L",0.821819171759369,0.292429499546886
33,"rating.Q",0.666099130538634,0.276057748537303
33,"rating.C",-0.490569744462275,0.232499859149197
33,"rating^4",0.399690435919638,0.227269992383801
34,"(Intercept):1",1.15423954052167,0.223161156108477
34,"(Intercept):2",1.98443810709605,0.235996317931484
34,"childrenyes",-0.460295507526398,0.238715130352927
34,"religiousness.L",0.868364141552388,0.282171754716562
34,"religiousness.Q",-0.00837122043648143,0.258737596635935
34,"religiousness.C",0.0797827240862441,0.218124530048693
34,"religiousness^4",-0.511236757179953,0.197417563350162
34,"rating.L",1.27137746634358,0.269510591354129
34,"rating.Q",0.324081157539134,0.258161528286681
34,"rating.C",-0.262420482777532,0.224378334209185
34,"rating^4",0.308526347613407,0.224889071953676
35,"(Intercept):1",1.27597821523239,0.223841436959619
35,"(Intercept):2",2.12561652802573,0.238125848669569
35,"childrenyes",-0.625140890830473,0.241771748922005
35,"religiousness.L",0.836647180775931,0.271987881648936
35,"religiousness.Q",-0.257146509728935,0.25291868940472
35,"religiousness.C",0.0448187448431751,0.217788399116841
35,"religiousness^4",-0.530633653078537,0.200731164053445
35,"rating.L",1.25503485132918,0.275008382394153
35,"rating.Q",0.151872038727156,0.265750488406075
35,"rating.C",-0.211133439662788,0.225924760800914
35,"rating^4",0.311939081597472,0.229241666831991
36,"(Intercept):1",1.34816808349601,0.233948370878568
36,"(Intercept):2",2.17055131664306,0.247523756766548
36,"childrenyes",-0.620404485130316,0.25104129889506
36,"religiousness.L",0.852792220239949,0.273561440919846
36,"religiousness.Q",-0.21912773186905,0.253374009254327
36,"religiousness.C",0.208082782641514,0.221633770931525
36,"religiousness^4",-0.688541862101068,0.203950839317804
36,"rating.L",1.14874797047321,0.272594041366493
36,"rating.Q",0.200846895743115,0.264264516943941
36,"rating.C",-0.202188501821312,0.227943988328247
36,"rating^4",0.283122878895758,0.230573206649973
37,"(Intercept):1",1.26492350649305,0.222540416176956
37,"(Intercept):2",2.08970546954843,0.236223345864621
37,"childrenyes",-0.525862180503267,0.237218161059884
37,"religiousness.L",0.636182852326973,0.273827011194733
37,"religiousness.Q",0.0070057429061798,0.254565902551066
37,"religiousness.C",-0.0599717024962913,0.216716153356295
37,"religiousness^4",-0.420335267804226,0.198926963462999
37,"rating.L",1.07046477317093,0.274421918744538
37,"rating.Q",0.385026452220931,0.261396018131971
37,"rating.C",-0.469359646555744,0.22543234499329
37,"rating^4",0.371872880500697,0.225558047379017
38,"(Intercept):1",1.10885300609047,0.219066840843217
38,"(Intercept):2",1.96645402478333,0.233076022122572
38,"childrenyes",-0.381577599433325,0.238409524159575
38,"religiousness.L",0.858803093266017,0.273847923490266
38,"religiousness.Q",-0.310700205452733,0.254264191554205
38,"religiousness.C",0.0187900179003225,0.220519811403282
38,"religiousness^4",-0.577935088949283,0.203206092817259
38,"rating.L",1.33151250477682,0.277010491463955
38,"rating.Q",0.358780911285063,0.262033796655487
38,"rating.C",-0.210193382928568,0.227175716491712
38,"rating^4",0.278300541471859,0.22595513917117
39,"(Intercept):1",1.27243871242551,0.218727303917323
39,"(Intercept):2",2.12017023312878,0.233145985158353
39,"childrenyes",-0.57214048115795,0.237022312211681
39,"religiousness.L",0.655903577966053,0.274594816509253
39,"religiousness.Q",-0.0219696191819787,0.253259421789553
39,"religiousness.C",-0.0881369221010428,0.217073709233398
39,"religiousness^4",-0.613286247971429,0.197051232733941
39,"rating.L",1.1634244864374,0.268585408155085
39,"rating.Q",0.409887647450701,0.258145391096544
39,"rating.C",-0.0996389328728828,0.223543408813081
39,"rating^4",0.335763892876996,0.223720145667936
40,"(Intercept):1",1.19382586279993,0.224606673668071
40,"(Intercept):2",2.05827302036297,0.238593428773811
40,"childrenyes",-0.46799023266369,0.241702812435407
40,"religiousness.L",0.847214938755495,0.282072827451692
40,"religiousness.Q",-0.108473859303134,0.259487888593168
40,"religiousness.C",0.263056893068824,0.222105339266568
40,"religiousness^4",-0.624148891198899,0.200375440524131
40,"rating.L",1.27937168690971,0.266233043278813
40,"rating.Q",0.344521284269082,0.25667384852153
40,"rating.C",-0.394679761165546,0.225059320219839
40,"rating^4",0.435632881744666,0.228344663581935
41,"(Intercept):1",1.21426867717646,0.218392051242084
41,"(Intercept):2",2.05426100568414,0.232524680049258
41,"childrenyes",-0.482512267188521,0.232738110686679
41,"religiousness.L",0.668045760895429,0.273940426724167
41,"religiousness.Q",-0.0962853787314882,0.252630575047813
41,"religiousness.C",-0.0828783447261303,0.217619925013938
41,"religiousness^4",-0.564528999581787,0.198003305238789
41,"rating.L",1.02364147067305,0.312154577532252
41,"rating.Q",0.479928819673608,0.29109870546142
41,"rating.C",-0.366178190734262,0.237108532896903
41,"rating^4",0.374031809879943,0.22505279733431
42,"(Intercept):1",1.06402465438948,0.210652332508341
42,"(Intercept):2",1.90235724629368,0.224218505972033
42,"childrenyes",-0.32327914581767,0.228403817609917
42,"religiousness.L",1.07487074107408,0.288807886709411
42,"religiousness.Q",-0.11254525382927,0.264993993277878
42,"religiousness.C",0.153631104175886,0.222481672352704
42,"religiousness^4",-0.645171162122953,0.199571007935784
42,"rating.L",1.15414771766973,0.292581967111416
42,"rating.Q",0.525460174707043,0.276669156823825
42,"rating.C",-0.484209086038054,0.232274367306172
42,"rating^4",0.36552743384139,0.224974726766996
43,"(Intercept):1",1.3199890843012,0.226719081748346
43,"(Intercept):2",2.14260442948207,0.240840714450075
43,"childrenyes",-0.55220437866932,0.243456494060499
43,"religiousness.L",1.1503292049758,0.291112505266034
43,"religiousness.Q",-0.0771553573769668,0.263663680787179
43,"religiousness.C",0.0444155677796992,0.226380421546853
43,"religiousness^4",-0.574309867665768,0.201256490957182
43,"rating.L",1.08955869452243,0.282636222653714
43,"rating.Q",0.473395267603185,0.269304675910819
43,"rating.C",-0.390347853076513,0.23142587150886
43,"rating^4",0.393092484629673,0.229717801211013
44,"(Intercept):1",1.23189916336191,0.219902941341141
44,"(Intercept):2",2.02996103796413,0.23307136221587
44,"childrenyes",-0.465674613328161,0.239410506147322
44,"religiousness.L",0.681598295966789,0.272687505967774
44,"religiousness.Q",-0.0437643081935175,0.252725335369353
44,"religiousness.C",-0.118508270689045,0.217915854991723
44,"religiousness^4",-0.535457023245904,0.200451792009026
44,"rating.L",1.14053708658436,0.269911210982421
44,"rating.Q",0.431643918541445,0.261708376814064
44,"rating.C",-0.292014254204579,0.224128996497209
44,"rating^4",0.433068398515697,0.227630375253291
45,"(Intercept):1",1.26644702540741,0.223820569851076
45,"(Intercept):2",2.09635629444439,0.237526038933844
45,"childrenyes",-0.598650182353321,0.24250671875186
45,"religiousness.L",0.920528398737061,0.276777317749243
45,"religiousness.Q",-0.201716499383667,0.256026833372985
45,"religiousness.C",0.0776419082632225,0.218948443393398
45,"religiousness^4",-0.473323585233706,0.199697026812459
45,"rating.L",1.23606643407171,0.265515138672914
45,"rating.Q",0.25647942469805,0.257424787097146
45,"rating.C",-0.32869926404043,0.223957602280375
45,"rating^4",0.197310086514545,0.227878829086416
46,"(Intercept):1",1.29460256922411,0.219799022433362
46,"(Intercept):2",2.14547018545342,0.234682895159827
46,"childrenyes",-0.545829986963535,0.237946911288371
46,"religiousness.L",0.721072710751862,0.28389819829155
46,"religiousness.Q",-0.062024843555364,0.260704014929926
46,"religiousness.C",-0.0495693646575204,0.221062415418369
46,"religiousness^4",-0.583719881686802,0.197177884691119
46,"rating.L",0.960601609955481,0.279200280946721
46,"rating.Q",0.6512521027658,0.267273519870995
46,"rating.C",-0.454819945308319,0.230003995821968
46,"rating^4",0.47919591874346,0.227541279771611
47,"(Intercept):1",1.22316566597489,0.222561468918311
47,"(Intercept):2",2.05258330225809,0.236017619018149
47,"childrenyes",-0.528611774055121,0.24170673013057
47,"religiousness.L",0.752626728428411,0.275613587581106
47,"religiousness.Q",-0.0454844644385097,0.25371603719167
47,"religiousness.C",-0.041367985822892,0.220127571009534
47,"religiousness^4",-0.637650719935651,0.198630820342586
47,"rating.L",1.18159613548305,0.260744358896233
47,"rating.Q",0.462391591523221,0.253917361995239
47,"rating.C",-0.414632575528233,0.227129207123785
47,"rating^4",0.31377960197153,0.22848395002154
48,"(Intercept):1",1.06816549467405,0.216103957933532
48,"(Intercept):2",1.89784060966508,0.229227818154194
48,"childrenyes",-0.293911153697519,0.232130022753065
48,"religiousness.L",0.798141743396645,0.276482721295746
48,"religiousness.Q",-0.112454324350433,0.255968948531165
48,"religiousness.C",-0.0583317898326589,0.219895305765412
48,"religiousness^4",-0.493450626789606,0.199275435561181
48,"rating.L",1.22004029580176,0.286933162683427
48,"rating.Q",0.428209882805662,0.273291025488692
48,"rating.C",-0.242181671759938,0.227392777742727
48,"rating^4",0.453050157449363,0.228154972532266
49,"(Intercept):1",1.25274587482159,0.225386994686509
49,"(Intercept):2",2.11524206610845,0.239866418115158
49,"childrenyes",-0.535294366547541,0.243086420939049
49,"religiousness.L",0.850741102527132,0.27693719494195
49,"religiousness.Q",-0.273945675590199,0.255301595204888
49,"religiousness.C",0.0441532404237898,0.221498375385059
49,"religiousness^4",-0.670607576133618,0.199734877117088
49,"rating.L",1.06984140092908,0.266382802603504
